Year	Location	Name	Label	NC_Accession	Rating	Disease
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13049	LS	4.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N13049	LS	7.5
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N13049	LS	5.47
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13049	Yield_UT	3032
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13049	Yield_UT	4784
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13049	Yield_UT	3584.666667
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N13049	Yield_UT	2938
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N13049	Yield_UT	3584.666667
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13049	TSWV	0.0817
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N13049	TSWV	0.0551
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N13049	TSWV	0.0482
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N13049	TSWV	0.08
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N13049	TSWV	0.1693
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13049	SB	0.3848
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13049	SB	0.6731
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13049	SB	0.8788
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13049	SB	0.5345
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13049	SB	0.2013
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13051	LS	3
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13051	LS	5
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13051	LS	5.11
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13051	Yield_UT	4106
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13051	Yield_UT	1843
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13051	Yield_UT	4863
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N13051	TSWV	0.1826
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13051	TSWV	0.0764
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N13051	TSWV	0.1328
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13051	SB	0.2854
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13051	SB	0.4405
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13051	SB	0.6203
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13052	LS	2.5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13052	LS	6.67
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13052	LS	5.15
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13052	Yield_UT	3297
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13052	Yield_UT	2703
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13052	Yield_UT	4704
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N13052	TSWV	0.1218
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13052	TSWV	0.0381
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N13052	TSWV	0.1807
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13052	SB	0.447
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13052	SB	0.4524
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13052	SB	0.8151
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13053	LS	2.5
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13053	Yield_UT	1853
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N13053	TSWV	0.1154
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13053	SB	0.4231
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	LS	6.34
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	LS	5.41
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	LS	4.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	LS	7
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	LS	5
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	LS	6.18
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	Yield_UT	2810
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	Yield_UT	4097
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	Yield_UT	2942.890625
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	Yield_UT	2800
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	Yield_UT	2064.5625
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N13054	Yield_UT	2942.890625
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13054	TSWV	0.1022
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N13054	TSWV	0.0945
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N13054	TSWV	0.1583
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N13054	TSWV	0.0689
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N13054	TSWV	0.09946
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N13054	TSWV	0.09957
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13054	SB	0.3252
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13054	SB	0.7562
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13054	SB	0.5833
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13054	SB	0.39084
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13054	SB	0.1332
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13054	SB	0.1563
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13056	LS	2.5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13056	LS	6
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13056	LS	5.91
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13056	Yield_UT	2473
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13056	Yield_UT	2567
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13056	Yield_UT	4360
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N13056	TSWV	0.0257
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13056	TSWV	0.0256
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N13056	TSWV	0.1036
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13056	SB	0.3007
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13056	SB	0.6667
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13056	SB	0.7587
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	LS	2
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	LS	6.21
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	LS	4.58
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	LS	4
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	LS	5
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	Yield_UT	3411
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	Yield_UT	3016
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	Yield_UT	4466
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	Yield_UT	3631
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13057	Yield_UT	3631
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N13057	TSWV	0.1086
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13057	TSWV	0.0412
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N13057	TSWV	0.1175
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N13057	TSWV	0.1871
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N13057	TSWV	0.2659
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13057	SB	0.4004
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13057	SB	0.2
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13057	SB	0.6208
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13057	SB	0.7778
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13057	SB	0.7667
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	LS	3
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	LS	6.99
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	LS	6.31
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	LS	4.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	LS	7.52
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	Yield_UT	2299
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	Yield_UT	2646
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	Yield_UT	4907
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	Yield_UT	3129.75
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N13058	Yield_UT	2667
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N13058	TSWV	0.0819
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13058	TSWV	0.0568
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N13058	TSWV	0.1432
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N13058	TSWV	0.0724
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N13058	TSWV	0.0324
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13058	SB	0.2576
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13058	SB	0.5481
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13058	SB	1.0178
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13058	SB	0.6667
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13058	SB	0.62255
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13059	LS	6.94
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13059	LS	7.35
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13059	Yield_UT	2593
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N13059	Yield_UT	4902
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13059	TSWV	0.0871
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N13059	TSWV	0.0896
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13059	SB	0.4111
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13059	SB	0.8297
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13060	LS	6.75
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N13060	Yield_UT	2276
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N13060	TSWV	0.0899
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N13060	SB	0.3917
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14001	LS	6.79
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14001	LS	6.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14001	LS	8.2
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14001	LS	6.58
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14001	Yield_UT	3508
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14001	Yield_UT	3139.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14001	Yield_UT	2771
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14001	Yield_UT	3139.5
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14001	TSWV	0.1367
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14001	TSWV	0.1765
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14001	TSWV	0.1347
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N14001	TSWV	0.1509
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14001	SB	0.8841
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14001	SB	0.5833
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14001	SB	0.523833333
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14001	SB	0.1041
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14002	LS	6.32
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14002	LS	5.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14002	LS	8.16
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14002	LS	6.18
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14002	Yield_UT	4271
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14002	Yield_UT	3530.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14002	Yield_UT	2790
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14002	Yield_UT	3530.5
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14002	TSWV	0.2501
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14002	TSWV	0.1751
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14002	TSWV	0.1253
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N14002	TSWV	0.285
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14002	SB	0.8965
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14002	SB	1
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14002	SB	0.683666667
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14002	SB	0.1545
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14004	LS	7.13
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14004	LS	6.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14004	LS	8.18
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14004	LS	6.16
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14004	Yield_UT	3561
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14004	Yield_UT	2944.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14004	Yield_UT	2328
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14004	Yield_UT	2944.5
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14004	TSWV	0.0829
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14004	TSWV	0.1881
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14004	TSWV	0.1639
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N14004	TSWV	0.286
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14004	SB	0.8252
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14004	SB	0.9167
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14004	SB	0.6192
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14004	SB	0.1157
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14007	LS	6.73
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14007	LS	6.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14007	LS	7.75
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14007	LS	6.22
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14007	Yield_UT	3895
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14007	Yield_UT	3137.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14007	Yield_UT	2380
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14007	Yield_UT	3137.5
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14007	TSWV	0.2232
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14007	TSWV	0.1431
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14007	TSWV	0.237
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N14007	TSWV	0.2805
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14007	SB	0.7379
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14007	SB	0.8889
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14007	SB	0.6435
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14007	SB	0.3037
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14009	LS	5.75
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14009	LS	5.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14009	LS	7.4
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14009	LS	5.93
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14009	Yield_UT	3608
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14009	Yield_UT	3148.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14009	Yield_UT	2689
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14009	Yield_UT	3148.5
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14009	TSWV	0.2586
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14009	TSWV	0.2491
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14009	TSWV	0.0451
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N14009	TSWV	0.3529
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14009	SB	0.9149
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14009	SB	0.9333
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14009	SB	0.637916667
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14009	SB	0.06555
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14012	LS	6.21
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14012	Yield_UT	4547
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14012	TSWV	0.1287
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14012	SB	0.532
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14014	LS	7.25
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14014	LS	5.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14014	LS	7.18
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14014	Yield_UT	4292
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14014	Yield_UT	3473
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14014	Yield_UT	2654
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14014	TSWV	0.1655
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14014	TSWV	0.1628
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14014	TSWV	0.1706
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14014	SB	0.3542
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14014	SB	0.75
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14014	SB	0.5521
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14015	LS	7.12
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14015	LS	6.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14015	LS	6.93
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14015	Yield_UT	3579
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14015	Yield_UT	3079
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14015	Yield_UT	2579
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14015	TSWV	0.1871
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14015	TSWV	0.1503
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14015	TSWV	0.0637
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14015	SB	0.8529
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14015	SB	0.8056
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14015	SB	0.82925
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14016	LS	6.34
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14016	Yield_UT	5047
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14016	TSWV	0.2009
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14016	SB	0.6911
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14017	LS	5.94
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14017	LS	6
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14017	LS	7.6
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14017	LS	6.35
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14017	Yield_UT	5321
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14017	Yield_UT	4334.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14017	Yield_UT	3348
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14017	Yield_UT	4334.5
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14017	TSWV	0.1589
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14017	TSWV	0.1595
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14017	TSWV	0.0667
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N14017	TSWV	0.1451
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14017	SB	0.9118
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14017	SB	0.9632
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14017	SB	0.65491
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14017	SB	0.08973
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14022	LS	4.65
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14022	Yield_UT	4641
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14022	TSWV	0.1294
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14022	SB	0.5716
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14023	LS	4.63
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14023	LS	4.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14023	LS	7.6
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14023	LS	5.68
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14023	Yield_UT	4975
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14023	Yield_UT	4056
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14023	Yield_UT	3137
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14023	Yield_UT	4056
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14023	TSWV	0.0268
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14023	TSWV	0.2073
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14023	TSWV	0.0038
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N14023	TSWV	0.207
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14023	SB	0.9501
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14023	SB	0.7222
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14023	SB	0.573203333
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14023	SB	0.04731
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14024	LS	5.29
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14024	LS	5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14024	LS	7.26
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14024	Yield_UT	4991
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14024	Yield_UT	4262
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14024	Yield_UT	3533
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14024	TSWV	0.1351
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14024	TSWV	0.136
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14024	TSWV	0.1564
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14024	SB	0.8787
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14024	SB	0.9583
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14024	SB	0.9185
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14027	LS	6.94
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14027	LS	5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14027	LS	7.5
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14027	LS	6.15
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14027	Yield_UT	5134
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N14027	Yield_UT	3911
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N14027	Yield_UT	2688
2018	LEW	ATP-L	Advanced Testing Program - Leafspot	N14027	Yield_UT	3911
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14027	TSWV	0.2603
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N14027	TSWV	0.0966
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N14027	TSWV	0.0996
2018	LEW	ATP-T	Advanced Testing Program - TSWV	N14027	TSWV	0.2261
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14027	SB	0.8491
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14027	SB	0.85
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14027	SB	0.666666667
2018	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14027	SB	0.3009
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N14029	LS	3.5
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14029	LS	2.71
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N14029	Yield_UT	2642
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14029	Yield_UT	4700
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N14029	TSWV	0.0689
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14029	TSWV	0.1556
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14029	SB	0.5694
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14029	SB	0.7591
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N14030	LS	7.5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N14030	Yield_UT	2485
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N14030	TSWV	0.0967
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14030	SB	0.399
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N14032	LS	6.5
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14032	LS	5.51
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N14032	Yield_UT	2603
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14032	Yield_UT	3173
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N14032	TSWV	0.0252
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N14032	TSWV	0.1065
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14032	SB	0.2083
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N14032	SB	0.3945
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N14033	LS	7
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N14033	LS	4.3
